"d_v_at_id","age","age_pattern"
4,21,0.0303171496988241
4,22,0.0356138740687794
4,23,0.0411747129381777
4,24,0.0463337932809765
4,25,0.0501876029216341
4,26,0.0517489776259682
4,27,0.0502330125014917
4,28,0.0453977372417537
4,29,0.0377756658167756
4,30,0.028621895449283
4,31,0.0195284781915111
4,32,0.0118658147131743
4,33,0.00634981803074606
5,0,0.585768445623353
5,1,0.238389456044689
5,2,0.0907988691396905
5,3,0.0514177797557174
5,4,0.0336254494365504
8,0,0.30458128976168
8,1,0.17241801407014
8,2,0.103098028698562
8,3,0.0649479522010699
8,4,0.0429919371390806
8,5,0.0298245630002686
8,6,0.0216264760946301
8,7,0.0163486199559122
8,8,0.0128504748984372
8,9,0.0104751215284607
8,10,0.00883201602591027
8,11,0.00768211111960168
8,12,0.00687512109292127
8,13,0.00631419837482915
8,14,0.00593544476756276
8,15,0.00569566663173306
8,16,0.0055648207120282
8,17,0.00552118354042799
8,18,0.00554813037697657
8,19,0.00563188359447491
8,20,0.00575986483515113
8,21,0.00591945328503307
8,22,0.00609706266477441
8,23,0.00627752640158259
8,24,0.0064438339080355
8,25,0.00657729166642611
8,26,0.00665818578951345
8,27,0.0066669905004798
8,28,0.00658609443786821
8,29,0.00640678300468555
8,30,0.00614438605275226
8,31,0.00582085188864098
8,32,0.00545767076070812
8,33,0.00507439186877916
8,34,0.00468769895234942
8,35,0.00431099600698243
8,36,0.00395440257557064
8,37,0.00362503870495898
8,38,0.00332748479069971
8,39,0.0030643215070097
8,40,0.00283668135549265
8,41,0.00264476999661053
8,42,0.00248833902394024
8,43,0.00236711105184768
8,44,0.00228117347354999
8,45,0.00223137079782155
8,46,0.0022197398854257
8,47,0.00225005166426683
8,48,0.00232855292949722
8,49,0.00246505215939074
8,50,0.00267458030882943
8,51,0.00298001094245263
8,52,0.00341629933615862
8,53,0.00403750405762292
8,54,0.00492869768191299
8,55,0.00622668214847253
9,0,0.0990317634594986
9,1,0.0651767249819365
9,2,0.0447154034366584
9,3,0.0319227979257813
9,4,0.0236731744458423
9,5,0.0182035621331538
9,6,0.0144888252117049
9,7,0.0119156971053541
9,8,0.0101075943483162
9,9,0.00882776570558803
9,10,0.00792430195807412
9,11,0.00729812060273299
9,12,0.00688388229267842
9,13,0.00663835989713973
9,14,0.00653319601630973
9,15,0.00655029256650663
9,16,0.00667879941546674
9,17,0.00691307668067371
9,18,0.00725123862627152
9,19,0.0076940224304195
9,20,0.00824380489378531
9,21,0.00890363905117115
9,22,0.00967621587429019
9,23,0.0105626841277219
9,24,0.0115612916019211
9,25,0.0126658492545806
9,26,0.0138640702339084
9,27,0.015135899598146
9,28,0.0164520249100071
9,29,0.0177728341626848
9,30,0.0190481501956369
9,31,0.0202180977334955
9,32,0.0212164543982329
9,33,0.0219982953923263
9,34,0.0225482392903473
9,35,0.0228606403992864
9,36,0.0229382915253529
9,37,0.0227916322793969
9,38,0.0224375918431224
9,39,0.0218981929313118
9,40,0.0211990451039526
9,41,0.0203678446615454
9,42,0.0194329785156984
9,43,0.0184223044499865
9,44,0.0173621536529166
9,45,0.0162765762834561
9,46,0.0151868292521364
9,47,0.0141110886099737
9,48,0.0130643573647079
9,49,0.0120585329712151
9,50,0.0111025965028659
9,51,0.0102028866845953
9,52,0.00936342555848268
9,53,0.00858626761085673
9,54,0.0078718499031735
9,55,0.00721932648160142
9,56,0.00662687564394221
9,57,0.00609197324196598
9,58,0.00561162896243026
9,59,0.00518258544238452
9,60,0.00480148219283204
9,61,0.00446498773607664
9,62,0.00416990423637098
10,0,0.205861516188276
10,1,0.121396893802114
10,2,0.0756492424756273
10,3,0.049683219574303
10,4,0.0342978230185292
10,5,0.0248209609890403
10,6,0.0187805963917267
10,7,0.0148177565334692
10,8,0.0121585379580185
10,9,0.0103478379141189
10,10,0.00911026016306262
10,11,0.00827500715631721
10,12,0.007734031750877
10,13,0.00741800351063157
10,14,0.00728207532380239
10,15,0.00729716026929164
10,16,0.00744434901150343
10,17,0.00771111583438247
10,18,0.0080885174293261
10,19,0.00856890561095627
10,20,0.00914387044711583
10,21,0.00980226814547092
10,22,0.010528304557949
10,23,0.0112997590796042
10,24,0.0120865499032397
10,25,0.0128499510452592
10,26,0.0135428507450348
10,27,0.0141114533319094
10,28,0.014507639557431
10,29,0.0147218580757315
10,30,0.0147609272382681
10,31,0.0146384159010025
10,32,0.0143730269839383
10,33,0.0139868656344446
10,34,0.0135037644658188
10,35,0.0129477970087353
10,36,0.0123420633887985
10,37,0.0117077869979963
10,38,0.0110637228677859
10,39,0.0104258503642812
10,40,0.00980730531155551
10,41,0.00921849871608422
10,42,0.00866736899352727
10,43,0.00815971972750522
10,44,0.00769960335687771
10,45,0.00728972100261881
10,46,0.00693181861248264
10,47,0.0066270689370605
10,48,0.00637643723235138
10,49,0.00618103607801473
10,50,0.00604248169642871
10,51,0.00596327133493707
10,52,0.00594720962256912
10,53,0.00599992273279889
13,0,0.553109965918659
13,1,0.260803726733205
13,2,0.0986048935001802
13,3,0.0534547314995996
13,4,0.0340266823483558
14,0,0.631600227772477
14,1,0.259024355751703
14,2,0.0697198018337452
14,3,0.0251358673651579
14,4,0.0145197472769162
16,15,0.0419549563854602
16,16,0.0432466649675949
16,17,0.0437552504852535
16,18,0.0435463784430589
16,19,0.0427222716409349
16,20,0.0414069430340803
16,21,0.039732386253753
16,22,0.0378272602696846
16,23,0.035808818862904
16,24,0.033778167544394
16,25,0.0318184680694242
16,26,0.0299954684864114
16,27,0.0283596812758252
16,28,0.0269496088372353
16,29,0.025795569541788
16,30,0.0249238668236558
16,31,0.0243612449989595
16,32,0.0241397853648922
16,33,0.0242990033156161
16,34,0.0248110090329192
16,35,0.025573466400923
16,36,0.0264756984242046
16,37,0.0273931107828571
16,38,0.0281834939547486
16,39,0.0286900502557078
16,40,0.028752408627436
16,41,0.0282258513083997
16,42,0.0270068050387067
16,43,0.0250597168625652
16,44,0.0224377522838179
16,45,0.0192888450818201
16,46,0.0158409139932134
16,47,0.0123658743685286
16,48,0.009129846062625
16,49,0.00634336292060122
20,0,0.0566796987187776
20,1,0.0439111041816538
20,2,0.0347243662163792
20,3,0.0280097464760506
20,4,0.0230303555885519
20,5,0.0192890331665302
20,6,0.0164452455362212
20,7,0.0142623826988829
20,8,0.0125738236637488
20,9,0.0112607660820146
20,10,0.0102375382052179
20,11,0.00944173693770002
20,12,0.00882752089211237
20,13,0.00836099270805767
20,14,0.00801698190023169
20,15,0.00777677733895361
20,16,0.00762651035825938
20,17,0.00755598762270484
20,18,0.00755783697874857
20,19,0.00762687179710509
20,20,0.00775960745668938
20,21,0.00795388251227791
20,22,0.00820854987686263
20,23,0.00852321210177309
20,24,0.0088979809367989
20,25,0.00933324575207193
20,26,0.00982943878447451
20,27,0.010386788041775
20,28,0.0110050514522485
20,29,0.0116832288002608
20,30,0.0124192513846858
20,31,0.0132099153837736
20,32,0.0140514630119766
20,33,0.0149387193517864
20,34,0.0158645928762742
20,35,0.0168198321689487
20,36,0.0177928276503654
20,37,0.018769482451462
20,38,0.0197331791590172
20,39,0.0206648701207652
20,40,0.0215433176597497
20,41,0.0223455062611165
20,42,0.0230472410450463
20,43,0.0236239353730906
20,44,0.0240515753945941
20,45,0.0243078313875446
20,46,0.0243732661480121
20,47,0.0242325713092753
20,48,0.0238757457193502
20,49,0.0232991185723676
20,50,0.0225061165424396
20,51,0.0215076809113031
20,52,0.0203222588759178
20,53,0.0189753227555027
20,54,0.0174984099006476
20,55,0.0159277212143779
20,56,0.0143023623082692
20,57,0.0126623524985957
20,58,0.0110465570947357
20,59,0.00949071268587375
21,0,0.00740800364556248
21,1,0.00737889789737113
21,2,0.00735749113303704
21,3,0.00734351529431874
21,4,0.00733672679656813
21,5,0.00733690431274327
21,6,0.00734384673322305
21,7,0.00735737128070133
21,8,0.00737731176161391
21,9,0.00740351693747577
21,10,0.00743584900121262
21,11,0.00747418214508704
21,12,0.00751840120817376
21,13,0.00756840039255051
21,14,0.00762408203846159
21,15,0.00768535544969849
21,16,0.00775213576133935
21,17,0.00782434284281248
21,18,0.00790190023000867
21,19,0.00798473408087466
21,20,0.00807277214958585
21,21,0.00816594277502627
21,22,0.00826417387990938
21,23,0.00836739197745747
21,24,0.00847552118312896
21,25,0.00858848222944543
21,26,0.00870619148252949
21,27,0.00882855995952321
21,28,0.00895549234661967
21,29,0.00908688601800807
21,30,0.00922263005660959
21,31,0.00936260427806685
21,32,0.00950667826004481
21,33,0.00965471037950732
21,34,0.0098065468612475
21,35,0.00996202084157276
21,36,0.0101209514516726
21,37,0.0102831429258276
21,38,0.0104483837402459
21,39,0.0106164457889352
21,40,0.0107870836036289
21,41,0.0109600336253745
21,42,0.0111350135359598
21,43,0.0113117216578826
21,44,0.0114898364320573
21,45,0.0116690159828888
21,46,0.0118488977807146
21,47,0.0120290984119147
21,48,0.0122092134672002
21,49,0.0123887345442137
21,50,0.0125667907998168
21,51,0.0127423819205069
21,52,0.0129144602851444
21,53,0.0130819333360306
21,54,0.0132436668151032
21,55,0.0133984889112602
21,56,0.0135451953567422
21,57,0.0136825555003842
21,58,0.01380931937333
21,59,0.0139242257484855
21,60,0.0140260111786284
21,61,0.0141134199797891
21,62,0.0141852151064796
21,63,0.0142401898438122
21,64,0.0142771802188721
21,65,0.0142950780103057
21,66,0.0142928442114614
21,67,0.0142695227791519
21,68,0.014224254477845
21,69,0.0141562906085384
21,70,0.0140650063934791
21,71,0.0139499137730235
21,72,0.0138106733600648
21,73,0.0136471052913253
21,74,0.0134591987141119
21,75,0.0132471196524597
21,76,0.013011217008421
21,77,0.0127520264729367
21,78,0.0124702721463878
21,79,0.012166865701529
21,80,0.0118429029607558
21,81,0.0114996578050415
21,82,0.0111385733826121
21,83,0.0107612506405009
21,84,0.0103694342602814
21,85,0.00996499613905896
21,86,0.00954991661658446
21,87,0.00912626370737088
21,88,0.00869617065112499
21,89,0.00826181214381854
21,90,0.00782537965354159
21,91,0.00738905625827446
21,92,0.00695499146545702
21,93,0.00652527648457655
21,94,0.00610192042312876
21,95,0.00568682786281245
22,0,0.0425441483778267
22,1,0.0285254589554023
22,2,0.0199667413898601
22,3,0.0145632333311065
22,4,0.0110478762603914
22,5,0.0087009062618681
22,6,0.00710083121182234
22,7,0.00599386858016807
22,8,0.00522339521715103
22,9,0.00469073088403023
22,10,0.00433275790888166
22,11,0.00410883708786963
22,12,0.00399299097921842
22,13,0.00396914496154504
22,14,0.00402818244868018
22,15,0.00416609493454368
22,16,0.00438279709106051
22,17,0.00468133862210623
22,18,0.00506733427708753
22,19,0.00554848190279368
22,20,0.00613406299037677
22,21,0.00683433154367122
22,22,0.00765970291344024
22,23,0.00861966117156614
22,24,0.00972131837244016
22,25,0.0109675887518495
22,26,0.0123549924348708
22,27,0.0138711817329161
22,28,0.0154923895014004
22,29,0.0171811265530649
22,30,0.0188845859161367
22,31,0.0205420614294355
22,32,0.022114375521358
22,33,0.0235709245977889
22,34,0.0248843913179197
22,35,0.0260317325550096
22,36,0.026994914492768
22,37,0.0277613673118697
22,38,0.0283241538769828
22,39,0.0286818669891933
22,40,0.0288382865079502
22,41,0.0288018399247595
22,42,0.0285849173386827
22,43,0.0282030943402603
22,44,0.0276743145975607
22,45,0.0270180788029702
22,46,0.0262546790896252
22,47,0.0254045090961772
22,48,0.0244874705003809
22,49,0.0235224878513775
22,50,0.0225271355043018
22,51,0.021517373786109
22,52,0.02050738638878
22,53,0.0195095074188632
22,54,0.0185342244260548
22,55,0.0175902428965676
22,56,0.0166845978894481
22,57,0.0158227994602924
22,58,0.0150090000113167
22,59,0.0142461735110501
23,0,0.00913693628537428
23,1,0.00881235264090433
23,2,0.00852590722386891
23,3,0.00827389369274993
23,4,0.008053098409011
23,5,0.0078607312346094
23,6,0.00769436699681515
23,7,0.00755189582294549
23,8,0.00743148086594619
23,9,0.00733152219994485
23,10,0.00725062587488011
23,11,0.007187577290528
23,12,0.00714131819021969
23,13,0.00711092668927585
23,14,0.00709559984747281
23,15,0.00709463837256359
23,16,0.00710743310610876
23,17,0.00713345299614243
23,18,0.00717223430554632
23,19,0.00722337084209163
23,20,0.00728650502729611
23,21,0.00736131964764886
23,22,0.00744753015430472
23,23,0.00754487739680886
23,24,0.00765312069342374
23,25,0.00777203115573018
23,26,0.00790138519881631
23,27,0.00804095818093298
23,28,0.00819051812830427
23,29,0.00834981951210727
23,30,0.00851859705569911
23,31,0.00869655956115358
23,32,0.00888338375521593
23,33,0.0090787081659925
23,34,0.00928212705312644
23,35,0.00949318442589015
23,36,0.00971136819552967
23,37,0.00993610452025777
23,38,0.0101667524134004
23,39,0.0104025986971883
23,40,0.0106428533963459
23,41,0.0108866456766915
23,42,0.0111330204441187
23,43,0.0113809357282125
23,44,0.0116292609819588
23,45,0.0118767764340891
23,46,0.0121221736330885
23,47,0.0123640573212982
23,48,0.0126009487733672
23,49,0.0128313846162395
23,50,0.0130542181599048
23,51,0.0132683671161227
23,52,0.0134727287309415
23,53,0.0136661860313193
23,54,0.0138476146989705
23,55,0.0140158905458626
23,56,0.0141698975548498
23,57,0.0143085364374697
23,58,0.0144307336491164
23,59,0.014535450789834
23,60,0.0146216943070617
23,61,0.0146885254050588
23,62,0.0147350700546971
23,63,0.0147605289871255
23,64,0.014764187545756
23,65,0.0147454252634116
23,66,0.0147037250255815
23,67,0.0146386816768482
23,68,0.014550009925932
23,69,0.0144375514056766
23,70,0.0143012807478741
23,71,0.0141413105392328
23,72,0.013957895034132
23,73,0.0137514325121017
23,74,0.0135224661831714
23,75,0.0132716835622376
23,76,0.0129999142542038
23,77,0.012708126114572
23,78,0.0123974197750634
23,79,0.0120690215502827
23,80,0.0117242747689207
23,81,0.0113646296009572
23,82,0.0109916314801753
23,83,0.0106069082483939
23,84,0.0102121561735125
23,85,0.00980912501708534
23,86,0.0093996023480745
23,87,0.00898539731706977
23,88,0.00856832411908485
23,89,0.00815018538257863
23,90,0.00773275572725417
23,91,0.00731776573320371
23,92,0.00690688655897032
23,93,0.0065017154360902
23,94,0.00610376225280586
23,95,0.00571443742017541
17,15,0.04731034059003
17,16,0.0451532482651074
17,17,0.0432967801184984
17,18,0.0416951588167984
17,19,0.0403096333556513
17,20,0.0391070448446445
17,21,0.0380586903274301
17,22,0.0371394202742122
17,23,0.0363269214796332
17,24,0.0356011491399179
17,25,0.0349438809190248
17,26,0.0343383725919545
17,27,0.0337690999063452
17,28,0.033221575009689
17,29,0.0326822284188261
17,30,0.032138349254937
17,31,0.0315780774745284
17,32,0.0309904422072164
17,33,0.0303647418099787
17,34,0.0296757143374445
17,35,0.0288856970290576
17,36,0.0279617871452338
17,37,0.0268780480220092
17,38,0.0256171950564767
17,39,0.0241722344031076
17,40,0.0225477761283718
17,41,0.0207607313880508
17,42,0.0188401313192087
17,43,0.0168258830372248
17,44,0.0147664055706802
17,45,0.0127152536746487
17,46,0.0107270152481308
17,47,0.00885292372374927
17,48,0.00713672274428218
17,49,0.00561132636790024
15,15,0.0654019828896699
15,16,0.0663748061892816
15,17,0.0638421403318073
15,18,0.0588377898191926
15,19,0.0525294579725406
15,20,0.0459303825726441
15,21,0.0397649735419062
15,22,0.0344633699349281
15,23,0.0302290230863146
15,24,0.0271301832052047
15,25,0.0251881633914847
15,26,0.0244572912678847
15,27,0.0251096815836861
15,28,0.0275348649785891
15,29,0.0319540636625682
15,30,0.0381388634204312
15,31,0.0454611053699789
15,32,0.0525502660884818
15,33,0.057201131545418
15,34,0.0569326215548465
15,35,0.0503125923079542
15,36,0.0383339212518871
15,37,0.0244519177698836
15,38,0.0126793743498524
15,39,0.00519003191356376
18,0,0.0113563148131376
18,1,0.0116673957233297
18,2,0.0119510608516727
18,3,0.0122064708029295
18,4,0.0124331166819362
18,5,0.0126308111120322
18,6,0.0127996741729624
18,7,0.0129401149921622
18,8,0.0130528097731652
18,9,0.0131386770652923
18,10,0.013198851072518
18,11,0.0132346537699141
18,12,0.0132475665472739
18,13,0.0132392020355819
18,14,0.0132112766971086
18,15,0.0131655846780926
18,16,0.0131039733379474
18,17,0.0130283207840047
18,18,0.0129405156587879
18,19,0.0128424393500186
18,20,0.0127359507237574
18,21,0.0126228734195503
18,22,0.012504985694001
18,23,0.012384012756216
18,24,0.0122616215051203
18,25,0.0121394175544993
18,26,0.0120189444163351
18,27,0.0119016847059974
18,28,0.0117890632334554
18,29,0.0116824518522118
18,30,0.0115831759514526
18,31,0.0114925224963914
18,32,0.0114117495464648
18,33,0.0113420972106026
18,34,0.0112848000330934
18,35,0.0112411008426678
18,36,0.0112122661416342
18,37,0.0111996031618202
18,38,0.0112044787706084
18,39,0.0112283404747949
18,40,0.0112727398440758
18,41,0.011339358761932
18,42,0.0114300390124317
18,43,0.0115467101732895
18,44,0.0116890679227596
18,45,0.0118544358989756
18,46,0.0120399768086723
18,47,0.0122427367108716
18,48,0.0124595921086571
18,49,0.0126872047970885
18,50,0.0129219852193775
18,51,0.0131600654175813
18,52,0.0133972829297561
18,53,0.0136291771691956
18,54,0.013850999905759
18,55,0.0140577414348601
18,56,0.014244173846521
18,57,0.0144049124770381
18,58,0.0145344961259267
18,59,0.0146274859452782
18,60,0.014678582062666
18,61,0.0146827560013004
18,62,0.0146353958476031
18,63,0.0145324599399141
18,64,0.0143706336837736
18,65,0.0141474830264311
18,66,0.0138615972454229
18,67,0.0135127131286244
18,68,0.0131018124487116
18,69,0.0126311849527786
18,70,0.0121044499623162
18,71,0.0115265311376672
18,72,0.010903580985557
18,73,0.0102428542056768
18,74,0.00955253185368508
18,75,0.00884150136176741
18,76,0.0081191004799136
18,77,0.00739483593153705
18,78,0.00667808976310056
18,79,0.00597782777941887
18,80,0.00530232491513639
18,81,0.0046589217945069
18,82,0.00405382506558849
18,83,0.00349196145351034
18,84,0.0029768920528029
19,0,0.0668144036176379
19,1,0.0603513193473142
19,2,0.0549164254999079
19,3,0.0503245395849813
19,4,0.0464282860519852
19,5,0.0431096027849733
19,6,0.040273294275361
19,7,0.0378421053401392
19,8,0.0357529319107823
19,9,0.0339538875547162
19,10,0.0324020180153302
19,11,0.0310615094831637
19,12,0.0299022753367445
19,13,0.0288988347844291
19,14,0.028029418071292
19,15,0.0272752487289701
19,16,0.0266199652002713
19,17,0.0260491531125223
19,18,0.0255443082441609
19,19,0.0250663678633878
19,20,0.0245737549981037
19,21,0.0240281657457624
19,22,0.0233950954522512
19,23,0.0226448922611644
19,24,0.0217541970679945
19,25,0.020707580004166
19,26,0.0194991309015366
19,27,0.0181337200376102
19,28,0.01662763300504
19,29,0.0150083156211846
19,30,0.0133130512936596
19,31,0.0115865332193493
19,32,0.00987747181690657
19,33,0.00823456376720065
1,10,0.00861911378762548
1,11,0.0548670130260859
1,12,0.112635696278342
1,13,0.107527525044426
1,14,0.0688343106550815
1,15,0.0426083626832039
1,16,0.0367749532554524
1,17,0.0558373071836234
1,18,0.110280497088802
1,19,0.183293278804649
1,20,0.1658592143884
1,21,0.0528627278043078
6,0,0.0532124519995703
6,1,0.0497938886078351
6,2,0.0470764949889149
6,3,0.044914010557376
6,4,0.0431910264695414
6,5,0.041814173864642
6,6,0.0407057870276387
6,7,0.0397993303865921
6,8,0.039036123385577
6,9,0.0383630599257699
6,10,0.0377311266525073
6,11,0.0370945934360721
6,12,0.0364107898516415
6,13,0.0356403992953726
6,14,0.034748201551452
6,15,0.0337041785309686
6,16,0.032484870421671
6,17,0.0310748357757269
6,18,0.0294680359178458
6,19,0.0276689397463305
6,20,0.0256946065265475
6,21,0.0236036644126744
6,22,0.021481050067455
6,23,0.0193974938985149
6,24,0.0174070511570972
6,25,0.0155478261922461
6,26,0.0138437727829133
6,27,0.0123070789589921
6,28,0.0109407394218222
6,29,0.00974103154524895
6,30,0.00869971924380819
6,31,0.00780589961247924
6,32,0.00704747505751974
6,33,0.00641227912877144
6,34,0.00588891113908122
6,35,0.00546734800104406
6,36,0.00513940679389039
6,37,0.00489913328058797
6,38,0.00474319438626029
7,0,0.116560514693552
7,1,0.0987335783582474
7,2,0.0839029044928849
7,3,0.0716093439119128
7,4,0.0614504206613267
7,5,0.0530792009096041
7,6,0.046200867123185
7,7,0.0405680372681782
7,8,0.0359755854250908
7,9,0.0322554890686658
7,10,0.0292720517919522
7,11,0.0269177252118129
7,12,0.0251096747322037
7,13,0.0237871956199967
7,14,0.0229100855668385
7,15,0.0224307949629017
7,16,0.0222144443983904
7,17,0.0221161090634669
7,18,0.021997539635623
7,19,0.0217240730701351
7,20,0.0211699485426325
7,21,0.0202310951572782
7,22,0.0188429834880057
7,23,0.0169988784338173
7,24,0.0147618516247107
7,25,0.0122636857137122
7,26,0.00968657930782866
7,27,0.0072293417660459
11,0,0.0262336194427641
11,1,0.0254489460916269
11,2,0.0246634109835006
11,3,0.0238815953079333
11,4,0.0231076346139161
11,5,0.0223452242322491
11,6,0.0215976309943828
11,7,0.0208677101876374
11,8,0.0201579267365161
11,9,0.019470379668861
11,10,0.0188068290085508
11,11,0.018168724328559
11,12,0.0175572342953506
11,13,0.016973276634318
11,14,0.0164175480434374
11,15,0.0158905536764007
11,16,0.0153926359055734
11,17,0.0149240021582371
11,18,0.0144847516961696
11,19,0.0140749012785841
11,20,0.0136944097120747
11,21,0.0133432013490733
11,22,0.0130211886492596
11,23,0.0127282939674784
11,24,0.0124644707782982
11,25,0.0122297245928881
11,26,0.0120241338701193
11,27,0.011847871272635
11,28,0.0117012256723085
11,29,0.0115846253705608
11,30,0.0114986630704262
11,31,0.0114441232225496
11,32,0.0114220124707273
11,33,0.011433594049306
11,34,0.0114804271410932
11,35,0.0115644123983107
11,36,0.0116876906396225
11,37,0.0118492494888566
11,38,0.012044683215461
11,39,0.0122693622314994
11,40,0.0125184433328058
11,41,0.0127867467996964
11,42,0.0130686542084041
11,43,0.0133580294691239
11,44,0.01364816681065
11,45,0.0139317703233401
11,46,0.0142009701740784
11,47,0.0144473806228093
11,48,0.0146622043969862
11,49,0.0148363867234583
11,50,0.0149608203099994
11,51,0.0150265997930558
11,52,0.0150253206779032
11,53,0.0149494137371092
11,54,0.0147925014530998
11,55,0.0145497587493916
11,56,0.0142182564083313
11,57,0.0137972627437826
11,58,0.0132884778253644
11,59,0.0126961753267348
11,60,0.0120272302540943
11,61,0.011291016550016
11,62,0.0104991667252189
11,63,0.00966519578093476
11,64,0.00880400294775335
11,65,0.00793127609897858
11,66,0.00706283383255798
11,67,0.00621394786343531
11,68,0.0053986923938492
11,69,0.00462936674634291
11,70,0.00391603247357777
12,0,0.0106266220314203
12,1,0.010675750601974
12,2,0.0107203156312332
12,3,0.0107611388343424
12,4,0.0107990598793899
12,5,0.0108349337340217
12,6,0.0108696286746805
12,7,0.0109040249814961
12,8,0.0109390143381362
12,9,0.0109754999537664
12,10,0.0110143974237283
12,11,0.0110566363466779
12,12,0.0111031627187941
12,13,0.0111549421303336
12,14,0.011212963796359
12,15,0.0112782454620089
12,16,0.0113518392333609
12,17,0.0114348383979438
12,18,0.0115283853145402
12,19,0.0116336804703849
12,20,0.0117519928256273
12,21,0.0118846715904687
12,22,0.0120331596103468
12,23,0.0121990085696854
12,24,0.0123838962660099
12,25,0.0125896462548249
12,26,0.0128182502229849
12,27,0.0130718935161377
12,28,0.013352984326325
12,29,0.0136641871416486
12,30,0.014008461174291
12,31,0.0143891046201209
12,32,0.0148098057675363
12,33,0.0152747021711735
12,34,0.0157884493451608
12,35,0.0163563007200184
12,36,0.0169838880391554
12,37,0.0176701028562883
12,38,0.0184056192236381
12,39,0.0191788539457295
12,40,0.0199759388891008
12,41,0.0207804786479396
12,42,0.021573427848413
12,43,0.0223331250330039
12,44,0.0230355208242654
12,45,0.0236546343533511
12,46,0.0241632626257249
12,47,0.0245339517988957
12,48,0.0247402171207364
12,49,0.0247579703268675
12,50,0.0245670816259217
12,51,0.0241529713261893
12,52,0.0235080981834308
12,53,0.0226331929651126
12,54,0.0215380818648088
12,55,0.0202419596357672
12,56,0.018773008919593
12,57,0.0171673193581434
12,58,0.0154671330254883
12,59,0.0137185230327826
12,60,0.0119686884247901
12,61,0.010263108054529
12,62,0.0086428274732622
12,63,0.00714214816493991
12,64,0.00578694564712711
12,65,0.00459376690225584
12,66,0.00356975964307702
12,67,0.00271338196140664
12,68,0.00201574826845315
12,69,0.00146240117773806
12,70,0.00103526873512136
2,9,0.0636053489824434
2,10,0.0705915333729785
2,11,0.0716780200998906
2,12,0.0682952560077948
2,13,0.0626271960778373
2,14,0.0566891617574336
2,15,0.0519515466451063
2,16,0.0494373347252657
2,17,0.0501033172034173
2,18,0.0553540224372149
2,19,0.0651286280602596
2,20,0.0760949496509338
2,21,0.0821564540194036
2,22,0.0762729027498649
2,23,0.056660759014547
2,24,0.0313414304255039
2,25,0.0120121387701048
