Location Set Version ID,Location ID,Location Name,Parent ID,Level,Sort Order
543,44688,Wakefield,4620,6,340
543,44680,York,4620,6,341
543,433,Northern Ireland,95,4,342
543,434,Scotland,95,4,343
543,4636,Wales,95,4,344
543,103,Latin America and Caribbean,1,1,345
543,120,Andean Latin America,103,2,346
543,121,Bolivia (Plurinational State of),120,3,347
543,122,Ecuador,120,3,348
543,123,Peru,120,3,349
543,104,Caribbean,103,2,350
543,105,Antigua and Barbuda,104,3,351
543,106,Bahamas,104,3,352
543,107,Barbados,104,3,353
543,108,Belize,104,3,354
543,305,Bermuda,104,3,355
543,109,Cuba,104,3,356
543,110,Dominica,104,3,357
543,111,Dominican Republic,104,3,358
543,112,Grenada,104,3,359
543,113,Guyana,104,3,360
543,114,Haiti,104,3,361
543,115,Jamaica,104,3,362
543,385,Puerto Rico,104,3,363
543,393,Saint Kitts and Nevis,104,3,364
543,116,Saint Lucia,104,3,365
543,117,Saint Vincent and the Grenadines,104,3,366
543,118,Suriname,104,3,367
543,119,Trinidad and Tobago,104,3,368
543,422,United States Virgin Islands,104,3,369
543,124,Central Latin America,103,2,370
543,125,Colombia,124,3,371
543,126,Costa Rica,124,3,372
543,127,El Salvador,124,3,373
543,128,Guatemala,124,3,374
543,129,Honduras,124,3,375
543,130,Mexico,124,3,376
543,4643,Aguascalientes,130,4,377
543,4644,Baja California,130,4,378
543,4645,Baja California Sur,130,4,379
543,4646,Campeche,130,4,380
543,4649,Chiapas,130,4,381
543,4650,Chihuahua,130,4,382
543,4647,Coahuila,130,4,383
543,4648,Colima,130,4,384
543,4652,Durango,130,4,385
543,4653,Guanajuato,130,4,386
543,4654,Guerrero,130,4,387
543,4655,Hidalgo,130,4,388
543,4656,Jalisco,130,4,389
543,4657,México,130,4,390
543,4651,Mexico City,130,4,391
543,4658,Michoacán de Ocampo,130,4,392
543,4659,Morelos,130,4,393
543,4660,Nayarit,130,4,394
543,4661,Nuevo León,130,4,395
543,4662,Oaxaca,130,4,396
543,4663,Puebla,130,4,397
543,4664,Querétaro,130,4,398
543,4665,Quintana Roo,130,4,399
543,4666,San Luis Potosí,130,4,400
543,4667,Sinaloa,130,4,401
543,4668,Sonora,130,4,402
543,4669,Tabasco,130,4,403
543,4670,Tamaulipas,130,4,404
543,4671,Tlaxcala,130,4,405
543,4672,Veracruz de Ignacio de la Llave,130,4,406
543,4673,Yucatán,130,4,407
543,4674,Zacatecas,130,4,408
543,131,Nicaragua,124,3,409
543,132,Panama,124,3,410
543,133,Venezuela (Bolivarian Republic of),124,3,411
543,134,Tropical Latin America,103,2,412
543,135,Brazil,134,3,413
543,4750,Acre,135,4,414
543,4751,Alagoas,135,4,415
543,4753,Amapá,135,4,416
543,4752,Amazonas,135,4,417
543,4754,Bahia,135,4,418
543,4755,Ceará,135,4,419
543,4756,Distrito Federal,135,4,420
543,4757,Espírito Santo,135,4,421
543,4758,Goiás,135,4,422
543,4759,Maranhão,135,4,423
543,4762,Mato Grosso,135,4,424
543,4761,Mato Grosso do Sul,135,4,425
543,4760,Minas Gerais,135,4,426
543,4763,Pará,135,4,427
543,4764,Paraíba,135,4,428
543,4765,Paraná,135,4,429
543,4766,Pernambuco,135,4,430
543,4767,Piaui,135,4,431
543,4768,Rio de Janeiro,135,4,432
543,4769,Rio Grande do Norte,135,4,433
543,4772,Rio Grande do Sul,135,4,434
543,4770,Rondônia,135,4,435
543,4771,Roraima,135,4,436
543,4773,Santa Catarina,135,4,437
543,4775,São Paulo,135,4,438
543,4774,Sergipe,135,4,439
543,4776,Tocantins,135,4,440
543,136,Paraguay,134,3,441
543,137,North Africa and Middle East,1,1,442
543,138,North Africa and Middle East,137,2,443
543,160,Afghanistan,138,3,444
543,139,Algeria,138,3,445
543,140,Bahrain,138,3,446
543,141,Egypt,138,3,447
543,142,Iran (Islamic Republic of),138,3,448
543,143,Iraq,138,3,449
543,144,Jordan,138,3,450
543,145,Kuwait,138,3,451
543,146,Lebanon,138,3,452
543,147,Libya,138,3,453
543,148,Morocco,138,3,454
543,150,Oman,138,3,455
543,149,Palestine,138,3,456
543,151,Qatar,138,3,457
543,152,Saudi Arabia,138,3,458
543,522,Sudan,138,3,459
543,153,Syrian Arab Republic,138,3,460
543,154,Tunisia,138,3,461
543,155,Turkey,138,3,462
543,156,United Arab Emirates,138,3,463
543,157,Yemen,138,3,464
543,158,South Asia,1,1,465
543,159,South Asia,158,2,466
543,161,Bangladesh,159,3,467
543,162,Bhutan,159,3,468
543,163,India,159,3,469
543,164,Nepal,159,3,470
543,165,Pakistan,159,3,471
543,4,"Southeast Asia, East Asia, and Oceania",1,1,472
543,5,East Asia,4,2,473
543,6,China,5,3,474
543,7,Democratic People's Republic of Korea,5,3,475
543,8,Taiwan (Province of China),5,3,476
543,21,Oceania,4,2,477
543,298,American Samoa,21,3,478
543,320,Cook Islands,21,3,479
543,22,Fiji,21,3,480
543,351,Guam,21,3,481
543,23,Kiribati,21,3,482
543,24,Marshall Islands,21,3,483
543,25,Micronesia (Federated States of),21,3,484
543,369,Nauru,21,3,485
543,374,Niue,21,3,486
543,376,Northern Mariana Islands,21,3,487
543,380,Palau,21,3,488
543,26,Papua New Guinea,21,3,489
543,27,Samoa,21,3,490
543,28,Solomon Islands,21,3,491
543,413,Tokelau,21,3,492
543,29,Tonga,21,3,493
543,416,Tuvalu,21,3,494
543,30,Vanuatu,21,3,495
543,9,Southeast Asia,4,2,496
543,10,Cambodia,9,3,497
543,11,Indonesia,9,3,498
543,4709,Aceh,11,4,499
543,4726,Bali,11,4,500
543,4717,Bangka-Belitung Islands,11,4,501
543,4725,Banten,11,4,502
543,4715,Bengkulu,11,4,503
543,4737,Gorontalo,11,4,504
543,4720,Jakarta,11,4,505
543,4713,Jambi,11,4,506
543,4721,West Java,11,4,507
543,4722,Central Java,11,4,508
543,4724,East Java,11,4,509
543,4729,West Kalimantan,11,4,510
543,4731,South Kalimantan,11,4,511
543,4730,Central Kalimantan,11,4,512
543,4732,East Kalimantan,11,4,513
543,4719,North Kalimantan,11,4,514
543,4718,Riau Islands,11,4,515
543,4716,Lampung,11,4,516
543,4739,Maluku,11,4,517
543,4740,North Maluku,11,4,518
543,4727,West Nusa Tenggara,11,4,519
543,4728,East Nusa Tenggara,11,4,520
543,4742,Papua,11,4,521
543,4741,West Papua,11,4,522
543,4712,Riau,11,4,523
543,4738,West Sulawesi,11,4,524
543,4735,South Sulawesi,11,4,525
543,4734,Central Sulawesi,11,4,526
543,4736,Southeast Sulawesi,11,4,527
543,4733,North Sulawesi,11,4,528
543,4711,West Sumatra,11,4,529
543,4714,South Sumatra,11,4,530
543,4710,North Sumatra,11,4,531
543,4723,Yogyakarta,11,4,532
543,12,Lao People's Democratic Republic,9,3,533
543,13,Malaysia,9,3,534
543,14,Maldives,9,3,535
543,183,Mauritius,9,3,536
543,15,Myanmar,9,3,537
543,16,Philippines,9,3,538
543,186,Seychelles,9,3,539
543,17,Sri Lanka,9,3,540
543,18,Thailand,9,3,541
543,19,Timor-Leste,9,3,542
543,20,Viet Nam,9,3,543
543,166,Sub-Saharan Africa,1,1,544
543,167,Central Sub-Saharan Africa,166,2,545
543,168,Angola,167,3,546
543,169,Central African Republic,167,3,547
543,170,Congo,167,3,548
543,171,Democratic Republic of the Congo,167,3,549
543,172,Equatorial Guinea,167,3,550
543,173,Gabon,167,3,551
543,174,Eastern Sub-Saharan Africa,166,2,552
543,175,Burundi,174,3,553
543,176,Comoros,174,3,554
543,177,Djibouti,174,3,555
543,178,Eritrea,174,3,556
543,179,Ethiopia,174,3,557
543,180,Kenya,174,3,558
543,35617,Baringo,180,4,559
543,35618,Bomet,180,4,560
543,35619,Bungoma,180,4,561
543,35620,Busia,180,4,562
543,35621,Elgeyo-Marakwet,180,4,563
543,35622,Embu,180,4,564
543,35623,Garissa,180,4,565
543,35624,HomaBay,180,4,566
543,35625,Isiolo,180,4,567
543,35626,Kajiado,180,4,568
543,35627,Kakamega,180,4,569
543,35628,Kericho,180,4,570
543,35629,Kiambu,180,4,571
543,35630,Kilifi,180,4,572
543,35631,Kirinyaga,180,4,573
543,35632,Kisii,180,4,574
543,35633,Kisumu,180,4,575
543,35634,Kitui,180,4,576
543,35635,Kwale,180,4,577
543,35636,Laikipia,180,4,578
543,35637,Lamu,180,4,579
543,35638,Machakos,180,4,580
543,35639,Makueni,180,4,581
543,35640,Mandera,180,4,582
543,35641,Marsabit,180,4,583
543,35642,Meru,180,4,584
543,35643,Migori,180,4,585
543,35644,Mombasa,180,4,586
543,35645,Murang'a,180,4,587
543,35646,Nairobi,180,4,588
543,35647,Nakuru,180,4,589
543,35648,Nandi,180,4,590
543,35649,Narok,180,4,591
543,35650,Nyamira,180,4,592
543,35651,Nyandarua,180,4,593
543,35652,Nyeri,180,4,594
543,35653,Samburu,180,4,595
543,35654,Siaya,180,4,596
543,35655,TaitaTaveta,180,4,597
543,35656,TanaRiver,180,4,598
543,35657,TharakaNithi,180,4,599
543,35658,TransNzoia,180,4,600
543,35659,Turkana,180,4,601
543,35660,UasinGishu,180,4,602
543,35661,Vihiga,180,4,603
543,35662,Wajir,180,4,604
543,35663,WestPokot,180,4,605
543,181,Madagascar,174,3,606
543,182,Malawi,174,3,607
543,184,Mozambique,174,3,608
543,185,Rwanda,174,3,609
543,187,Somalia,174,3,610
543,435,South Sudan,174,3,611
543,190,Uganda,174,3,612
543,189,United Republic of Tanzania,174,3,613
543,191,Zambia,174,3,614
543,192,Southern Sub-Saharan Africa,166,2,615
543,193,Botswana,192,3,616
543,197,Eswatini,192,3,617
543,194,Lesotho,192,3,618
543,195,Namibia,192,3,619
543,196,South Africa,192,3,620
543,198,Zimbabwe,192,3,621
543,199,Western Sub-Saharan Africa,166,2,622
543,200,Benin,199,3,623
543,201,Burkina Faso,199,3,624
543,203,Cabo Verde,199,3,625
543,202,Cameroon,199,3,626
543,204,Chad,199,3,627
543,205,Côte d'Ivoire,199,3,628
543,206,Gambia,199,3,629
543,207,Ghana,199,3,630
543,208,Guinea,199,3,631
543,209,Guinea-Bissau,199,3,632
543,210,Liberia,199,3,633
543,211,Mali,199,3,634
543,212,Mauritania,199,3,635
543,213,Niger,199,3,636
543,214,Nigeria,199,3,637
543,215,Sao Tome and Principe,199,3,638
543,216,Senegal,199,3,639
543,217,Sierra Leone,199,3,640
543,218,Togo,199,3,641
